text,label
Sparking a little friendly competition between my @user dmt athletes .…,3
Had the pleasure of meeting this lovely person truly a sweetheart!…,4
"I got the toast for you pop-pop-pop-pop tarts @ Los Angeles, California",3
#Repost @user with repostapp.・・・Vibes are crazy! New friend of ours @user &amp;…,3
"Being healthy instead of gluttonous ️ (@ Jean Philippe Patisserie - @user in Las Vegas, NV)",0
@ Buffalo Wild Wings,3
Starting my birthday week off right @ Pip's Original Doughnuts,4
#taromilkteaboba for this hot LA day. @ McDonald's at 2810 South…,3
Ready for warped tho @user journeysshoes @ Tanforan Shopping Center,3
"Above all else, guard your heart, for everything you do flows from it. -Proverbs 4:23 #tattoo…",2
Tomorrow 12/20 #citynightgift #toydrive @user is going to be live from 12-6PM! TO…,3
@user won this one #universalstudios #jurassicpark #familytime @ Universal Studios Hollywood,1
"teez4less teez4lessprint I think we got one!! Straight salutes to the fam , salutes to the…",3
"All my grandkids @ Murrieta, California",0
"""To love and be loved is to feel the sun from both sides"" -David Viscott #boyfriend #weekend…",2
At movies with my baby's ️ ️ @ L.A. LIVE,0
"Chrome Seattle Seahawks concept unis @ Seattle, Washington",3
"Happy birthday B ️ I'm so happy to have you as such a close friend,…",0
Well if I was ever called a hypocrite it might be cause of this!,1
My roommate better come through with this food..,4
"This is how we do it @user #lips #belotero #fillers @ La Skincare Center, a medical…",4
Woke up today and figured we should probably take a couple pictures on our vacation …,1
"Sorry Lucky, not your dinner #HuskyLucky #Husky cindyxianyunting @user @ Fremont, California",1
"Xoxo love this girl @ Newport Beach, California",2
The Rory to my Lane @ The Udder Place,2
Pals. # @ The Red Lion Tavern,4
"tonight at union Encinitas, shop, drink &amp; be merry @ Union Cowork Encinitas",2
reunited and it feels sooo good @ Westfield Galleria at Roseville,2
#Love @ Fullerton Cal.,2
Thank you Ivey for giving me the confidence boost that I needed yesterday ️ and thank you…,0
"some kind of perfection @ Paso Robles, California",2
Loving you is some kind of wonderful @ Crowne Plaza Concord / Walnut Creek,2
"Chocolate Cake à la Mode! Desert Special for tonight, 4:30-8pm for $5.35. Come and get it! @user",3
#martinmargiela #yohjiyamamoto #combo # ️ @ Replika Vintage,0
"These streets just don't love you like I do @ La Mirada, California",2
I dont wear short's anymore,4
Checking out Venice courts lil man turned up soon as he seen the camera @ Venice Beach…,1
"New year, new position. Staff Writer --&gt; Senior Writer#Journalism || #Metallica @ Long Beach,…",3
"Weed &amp; art #artists #weed #cannabis #edibles #selfie #art @ Sacramento, California",0
Sea Dog Play Time for Hump Day #sealion #sea #freedive #california #lajolla #sandiego #salty…,4
"Happily with my hunny. ️ @ San Diego, California",0
"#papa @ National City, California",2
Cheers Steven from Mickee and Happy Birthday-Thank You Mickee for My Caramel Brûlée @ Starbucks,4
Thank you @user for taking such beautiful photos of my heart and soul! ️#theboren5…,0
I knew when I met you an adventure was going to happen #70sSkating #SacCru #PracticallySister…,2
"Legit stole these guys seats (at @user in Hollywood, CA)",1
Phone camera doesn't do this view justice. Gorgeous view of Mt Hood on my way home from work! …,0
My boy @user put in work everytime he in the gym. hit me up for personal…,3
@user you wouldn't,1
Happiest place on earth @ Disneyland,1
When you have that drunk Mexican cousin shouting out everyone el_doyer_fan with jessicafuentes22…,1
"I told Siri to dance for me, and well this is what she said. …",1
"We got some new gear, yo. Get it while it's still on the shelves! Men's tanks,…",3
"Day 3 of driving with an ""expired"" plastic Philippine Driver's License ~ @ Glendale, California",1
No corny inspirational quotes here I'm petty w/ my flow. Type to send you nothing but negative…,4
No filter. I ️ the #PNW #upperleftusa #northwestisbest #hiking #annettelake #wanderlust…,0
"Backyard view of the fire from today. Burn baby burn! @ Apple Valley, California",3
You know you live in a beautiful place when looking at the ground is still beautiful. #oceanbeach @user,4
Just for a few hours #nanjer #disney #disneyland #annualpassholder #ramsforever #ramslife…,2
"Your daily moment of Zen. Oh, and you can't tell how hot it is outside. #hmcarchitects @ Hmc…",3
"Hey Harvard and Stoners, we are on from 9 tonight #harvardandstone #houstonhospitality…",2
"""Coming in hot"" -Emma ##bestday @ Green Street Restaurant",3
#fbf squad'n so hard on the last night of DH ️Fall2015 @user during @user w/…,0
"Find your happiness @ Pismo State Beach, California",2
"Oh hey, Jen. @ Fullerton, California",1
"My bestest lovelies ️️#fattwinksgiving #thanks #winos @ Berkeley, California",0
@user I fucken love you babe!,1
#23 ️ @ Veterans Memorial Stadium,0
Serendipity ...#goals #NurseLove #besos #mahalKita @ Nursing is my Heartsoul,2
Such a magical two nights!! I love you trance fam! #trancefamily #anjunafamily #love #AandB…,2
Another beautiful day spent out training in #downtownla! Great job and thanks again debra212 #ERAC…,4
#SundayFunday wearing my favorite @user Stretch Denim Jeans #EtalonBySCNow available…,3
Happy #FireFrydays #ActionFactory set @user on #fire for the Diamond in the Raw…,3
Great night last night with family #latepost #goodtimes #memories…,0
Beating the heat @ Jamba Juice,3
"New heat blanket for Mr Walters!!!! #lgrw ️ ️ ️ @ Triangle Mountain, Colwood",0
Sneak away! #snapchatwas #vegasvacation @ Los Vegas Nevada strip,3
"Great night, even better date #ΑΞΔformal2016 @ The Rose Room",3
Just dropped @user off at the SJ international airport. Everyone send your positive vibes to her for her 15+ hour trip to Alaska,0
What a #Great #Boyfriend made me feel very #SPECIAL Today! #Love him so much! …,2
#vegasbaby #conteiners #lasVegas @ Downtown Las Vegas Fremont,3
Day 4 of our #valentines daily deal sale buy any 3 bars of soap and get one free share the…,2
Feeling better. @ US Care Hope Chiropractic,4
Christmas Eve service @ Cathedral of the Rockies,2
Lit @ Casablanca Hookah Lounge,3
Ladies....weigh in.... @ Fault Line Park,1
"Las Vegas baby (at @user in Las Vegas, NV)",3
"Look and smile, Rory A picture with Rory's primary Oncology…",4
"Beautiful sunny Christmas Eve in Yountville, CA #BouchonBakery #yountville #NorCal #nofilter…",4
She is happy with the Bullseye that I won her ️ onlykimmie…,0
"Despite our loss tonight, so happy to see the Black Mamba on fiyaaaaa! #kobe #kb20 #lakers…",3
@user LMFAO,1
middle school feelz @ Tilly's Boca Park Fashion Village,2
"Your happiness is so contagious!! Welcome home pipes @ B Street Pier, San Diego",0
Nevada done right ️NV @ The Martin Hotel,0
Today was so nice and so rewarding but I'm freezing !,1
my intentions are always correct!,4
great way to start the Friday #breakfast #bagels #spreads #luckybastard #goodpeople #work…,4
HardWork @user #domo #nhkworld #domonhk#zombear #umebarahibari #jpmascot @ J-POP…,1
"I'm the worst person to text, I be too lazy",1
I'm baking some chocolate coffee cakes if ya hungry baby #KylaStudebaker @ Huntington Beach Pier,1
"""@dopehighness: Trust so fucked up, I be thinking everyone is up to something """,1
#Repost @user @user with repostapp.・・・Who's ready for another dance-off?! We…,3
@user something like that,1
Back home in SF. I miss my #tree #friend ... #california never stops amazing me ️ &lt;appropriate…,0
Thank you @user for the proper weekend wrap-up last night! #TenNightclubOC @ Ten Nightclub,3
I'm happiest when this chika is in town (and all my other girlies but we forgot to take a…,2
Literally every word she hasn't stopped singing,1
My first ever three stripes pair. #YeezyBoost350 #YeezyBoost350v2 @ Adidas,3
Apparently they only drive Prius for Uber in #seattle @ Seattle-Tacoma International…,1
#Blondes in #leather ️ @ 38 Degrees Ale House &amp; Grill,0
️ ️ ️ #family #nephew #mateoisaiah #andradeboy #ilovehim #handsomeboy #cothlife @ Church of the…,0
️ @ Lake Tahoe,0
About last night... @user @user @user Choreo: @user …,3
"Thank You God for Another Safe &amp; Healthy Day @ Welcome Medical Supplies, Inc.",4
And this is us stalking him outside the building #curryops @user @ Pier 35,1
Always up for trying new places! We love Ramen Ryoma in Uwajimaya! …,4
️ this woman. @ Golden Gate Bridge Vista Point,0
#tbt missing the summer sun and also how little Gracie was on this trip.. #pleasestopgrowingup @user,2
"#MyFace #PersonShapedSleepingBag #SleepingBag #CACKLING #Hilarious! @ Oakland, California",1
"Family breakfast (@ Bill's Cafe in San Jose, CA w/ @user",3
My new set uo for this year's tour.... more news coming soon! pearl_drums #drum #drums and…,4
That world famous kiss turned into a statue #kissstatue #bluesky…,4
I can't #heshonest @ In-N-Out Burger,1
The love of my lifeeeeeee || #TownSquare #EvangelineMarieCruz @ Children's Park at Town Square,2
"Studio Session with @user , Wait on the Track #grandstudio #vannuys #california…",3
Disney with the gals @ Disneyland,2
This is what happens when I'm left in charge of creating our Christmas cards! …,1
@user wtf?! Where was I ?,1
Cracking up yet still puttin' in hella hard work tightening up some vocals I'm putting down on…,1
When @user is rockin' the dancefloor @ F8 1192 Folsom,2
Friends foreva eva Happy Birthday to @user she was one of my friends when I started…,2
"#Repost @user with repostapp・・・HEY MAMA, that was ! #TeamGlamer is praying for your…",3
"My Precious Lil Chacha would do anything for this lil girl, she loves when we hangout with her…",0
Truth. From One Year Wiser - 365 Illustrated Meditations by Mike Medaglia. @user,2
Perfect representation of @user on a huge dune jump this week. #doonies3 #glamis…,1
SM love ️ #Monday #evening #LA @ Third Street Promenade,0
"Wake me up cause I need a lil more of your love @ Los Angeles, California",2
Missed this @ Golden Gate Bridge,4
Throw back from seester meesters birthday trip to Pismo.. Defiantly need to go again soon #tbt…,2
Especially thankful for these two weirdos this &amp; every Thanksgiving …,2
Bro I'm just really out here trying to hoop for fun and my guys are trying to end my career …,1
"I just can't regrann_app from @user - #crieone - #regrann @ Lake Elsinore, California",1
Throw This In Ya Cart On #Amazon #talkmoneytm #newsingle #fuckoff #wildlyfers #california…,3
#mondaymotivation from @user bring the with #tangerinepower If you are a #tangerine…,3
Clare ️'s record #threescompanytour @ CrossRoads Music,0
Fire track written today by the super mucho talented @user !! All the r&amp;b I been…,3
I'm happy can't you see the big smile on my face!! #disneyland #celebrategoodtimescomeon @user,4
#mondaymotivation @ BedHead PJs Boutique,1
"When you pass out at 10, your dog wakes you up at 2, and by 2:30 you still up questioning what lead to this series of unfortunate events",1
Ended up at 1oak with these hotties @ 1oak Nightclub,3
Strawberry Short-Crepe #packingdistrict #crepes @ Anaheim Packing House,4
Toronto is at it again! Yo this kid is !!! @user I'm looking forward to your music…,3
Chloe ️ Megan traveled from Australia to San Francisco to tie the knot! #weddingphotography…,0
Step inside our #sanmateo location and thrift your ️ out! .....#thrift #shopthrift…,0
At least he smiles back at eyeing girls @ USC,3
Park day with my bestie @ Pan Pacific Park,4
That was fun woodcris mattybriks @user #datenight #friends #photooftheday #aboutlastnight…,2
"I do some of my best thinking over coffee....I tend to have a ""latte"" on my mind. Didn't mean…",1
This Adele concert is,3
"Rock notes everywhere, Thanks for the sweet memories #foolsrushin…",2
LIFE IS GOOD #lifeisgood #winter #beautifulday #fun @ Highway 99 South,4
Happy hump day everyone! #sad #truth #laugh #funny #omg # …,1
Because salmonberry flowers!! #salmonberry #flowers #pink #nature #spring #pnwonderland…,4
Next week can't come fast enough #disneyland #mickeymouse #babyisgoingtobe7 #birthday @user,2
From Kirkland to Graham to Eatonville to White Pass to Yakima at last. I'm so glad to be home.…,4
"Happy @ Mountain View, Bend, Oregon",4
#Netflix and actually chill. #killbillvol2 #thanksgiving #canadianthanksgiving #remotecontrol…,0
LIGHT EM ON finisherYou or your athletes can do this together!45 seconds each5 rounds30…,3
Skate Night with my fave @ Oakland Ice Center Operated by Sharks Ice,2
"Work work workOur office on a hilltop. @ Pleasanton, California",4
And I'm posting this with the happiest hangover ever.. I had the best Thanksgiving night! Seeing…,1
Merry Christmas from your favorite couple. #Switchmas #Christmas #MerryChristmas @ The Switch…,2
I ️everything about the Snow White sculpture garden!! @ Disneyland,0
"My family... #tessa #millie #stevie ️ @ Highland Park, Los Angeles",0
"#Repost amanda.m.wilkerson @ Sacramento, California",2
Something like that,1
Sunday Brunch.....at home. #homemade Looking forward to a relaxing day! ----------------…,4
Sunsets &amp; Trios @ Crystal Cove - Newport Coast,3
"@ Woodland, Washington",1
Working off my Christmas dinner! Muir Woods . #recharge #hiking #family #holidays #redwoods…,2
So I'm kinda spoiled @ Raquel's Beauty Base,4
My day off #chilling #dayoff #happylife #enjoylife #lalife @user,0
"So simple but always my fav, it never comes out this good at home, yum yum @user",4
Spring pinks This pretty pink blouse comes in XS-M {$136}Come check out all the new arrivals…,2
it was hilarious #JaredLeto #JaredLetoTodayTBT@JaredLeto presenting the best supporting…,1
The best surprise ever ️ #birthday #surprise #friends #family #Ramily #love #criedlikeababy…,0
Barron Storey y'all... Check out his show at annodominigallery annodomini #barronstorey…,1
It was beyond amazing to see my bestfriend and I so happy …,2
Strawberry flowers outside of work #strawberry #flowers #nature #spring #gooutside…,4
@user ️ @ Fox Theater Pomona,0
Unforgettable memories of which I have no memory of @ Drais Las Vegas,1
Couldn't ask for a better escort @ Sheraton Mission Valley San Diego Hotel,2
Trevor @ Chain Reaction,2
"When there's no snow we have to do something @ Big Bear Lake, California",1
Family traditions like picking up bagels on a Sunday with your kids help frame life. (@ New York Bagel &amp; Deli),4
@user @user ITZ LIT lol #sunday #sundayfunday #rams #ramsfans #lafans #lit #itzLit #realfans…,3
And the winner is.....NOT ME!! #brushstrokes…,1
Local Entrepreneurs @user @user at the #lilRipp #albumrelease Party!! Shout out to…,3
HBO in Joah BrownWe ️ John Snow#gameofthrones @ Abbott Kinney- Venice Beach,0
The face of the man ️ #anders #trespalmas #venicebeach #losangeles #california #myman…,0
A perfect last night in Seattle #travelinsouthernellestyle #seattle #cascademountains @ Fall…,2
RESULTS ALERT I gotta give a huge shout out to my new friend Harvey for dropping 65 lbs in…,3
@user Used to luv playing that with Pops.,4
“@Mvriaan: I laughed so hard at this.. #StaceyDashhttps://t.co/OeWAf7IVwK” omfg he dragged Tf outta #staceydash,1
Amen! I've been open to be better n grow in the things of the Lord …,2
Tubeless skinwall?! Coming VERY soon from @user ! The new Corsa is looking too..... @user,3
Can I just say how amazing 80's music is...,1
I'm a MJ fan.. Gotta give this fella credit. Pretty dope concept he's got going here. Def…,1
Tree fungus!! Yup...nature is groovy #treefungus #nature #pnwonderland #pnwisbeautiful…,4
Post it? Oh ok #myfriday #hangingout @user @ Marshalls Inc,4
my minion ️ @ Universal Studios Hollywood,0
It was a fulfilling experience and it lit up my culinary passion even more #BouchonBakery…,3
exploring expressions for my character I love my job!#characterdesign #expression #design…,4
@user true love,0
#goingup @ Stinkin Crawfish of West Covina,3
Bae @ In-N-Out Burger,2
"Thankful for family! Today was a relaxing day full of good people and good food. @ Salinas,…",4
"I imperial porters, and pretty much any style with a rye addition...... (Haunted Stars) #photo",0
I fell in love while in Napa Valley. We found an amazing place called THE OXBOW PUBLIC MARKET…,4
"@user sike, good one",4
portcitysmokeout #motownsesh #AGMFARMS #DHG4life #WindmillTvMOB…,3
Re-watching and forgot how amazing this series was! #dexter ️ @ South Shore Beach And Tennis Club,0
On top of the world with you ️ #seattle #spaceneedle #mylove @ Space Needle,0
"Say hi to my newly found friend, Kumquat Filonious the Giant. #newt #hiking #nature #bayarea…",2
VV. #cc 2beimproved_ @ Saddle Ranch Chop House,1
Here at #farewelltothefalls at @user with @user !!! Love being Wendy …,2
“@indicxt: Time to deactivate.,1
#Repost @user ・・・Last minute outfit change?? Swing by #DianesFestivalPopUp at…,2
Last night was at @user ...thank you again @user ...lets go! #Trapnival…,3
Nature put on a show last night #joshuatree #findyourpark @ Joshua Tree National Park,3
One of my favorite set ups!! wrap by dollypriss headband by itsybitsyblooms #lovemyjob…,4
#AllThatsLeft of my #BeanPie until Saturday #MissHerAlready @ Manicomio,4
Todays sunset was on point. @ Douglas A. Shelby Park,3
The boys having fun at the playground @ Lakeview Village Apartments,4
Im proud of of what I've done and the person who I've become because I've fought to become her. #mondaymotivation,4
Thanks @user for my birthday Shakerato! Great way to start the work day. #n7creamery @user,4
"""YOU ARE THE BEST JEN"" #MissHer #JenniferLopez #JLo #JLoVegas #AllIHave @ Jennifer Lopez - All…",0
@user JUST DROPPED NEW music RIGHT NOW FT famousdex #Ohh #Ohh #Ohh…,3
@user Thank You Babe,2
#Repost @user BAE punched me instead .. This is PURE LOVE This is what fun…,1
Best part of the climb! Ignore my heavy breathing @ Palo Corona Regional Park,1
@user @ Tower Theatre #dtla #nightonbroadway @ Tower Theatre,3
My grandfather Nano and I! ️ ️ ️ Love my grandfather! #grandfather…,0
At least I sweated like a beast #firstride #cyclestats @ CYCLEBAR,1
Mommy Day with our Little Men #GFno1 #LoveHer #CatchingUp #OurBoys #MissedHer #Yeee…,2
Yo it was lit in vegas @user @user #vegas #lasvegas #tmobilearena #summersixteentour…,3
Teaching #coding and #circuits with finomolfino at lockejetspace in #LockeHighSchool @ Alain…,3
Someone looks happy @ Disney California Adventure,4
"monday stripes ️ @ Portland, Oregon",0
This is just for you Reem! @ Grand Hyatt San Francisco,1
"Lets do this December! Brand new remixes, playlists, performances and more @user #nye…",3
Getting back into the pace of things after all that holidaying! Lovely to see you #yyj…,2
Rio 19-4. Stay jake_vujovich 3-4 2B 4 RBI 4 R @ Lincoln High…,3
Always the best time with this one. @ Mastro's Restaurants -…,2
"hawthornehgts round three! Great show and venue, and thank you Matt for my birthday gift @user",2
Just wrapped a fun Elvis Wedding the Vegas Sign ️ ️ #Elvis #wedding #vegas #vivalasvegas…,0
I like how she talks shit behind my back,4
My twin bros and I got married lol Derick is on your left and Devan is on your right…,1
"@ Los Angeles, California",4
"My Kingdom for.... No, wouldn't take nothing for my journey now! ️ @ Aquatic Park",0
"Lunch with the fam. LOOK AT MAXWELL! Thanks everybody, especially mom and dad for the treat and…",2
Happy Saturday Friends!!! Let's get this party started!!! ️ ️ ️Design by @user,0
2 sided OLED display is straight @ CES,3
Cowboys Nation #Zeke for the TD off the turnover @ San Fernando…,1
#Repost daveyjamestattoo・・・Finished off the Vader foot tattoo #octattoo…,4
LA is.... That way! @user unexpectedstorm tke94doogie #roadtrip #california…,4
#Repost @user Jessi Case looking gorgeous for the #teenchoiceawards last…,2
Hangin' with the Reebs! ️ @ Red Robin Gourmet Burgers,0
just go first ... and watch what happens. It's a beautiful thing ...#smile # #bethespark @user,2
We ️ these guys!!! Some of our favorites. #bestillphotog #christmas2015 @ Be Still Photography,0
Hit up the pool in my new @user just before the @user Ball Day 3 outfit 2 …,2
Great bday dinner with the family @ Vintana Wine + Dine,4
Where's my head? I don't know but my spirit it's in #Vegas #saturdaynight@travelsetgo…,1
.@JordanSmithLive I am thoroughly enjoying what's shaping up to be my Jordan Smith EP. Thank you for all you are! Best wishes...,2
"Glutes on fire! #hikersforlyfe @ East Fork, Azusa Canyon - San Gabriel Mountains",3
"There is nothing prettier than a girl who is inlove with every breath she takes. @ Las Vegas,…",0
Spending my morning talking about how much I love the @user and @user ️ #BTS…,0
"Peonies and Lady Diors @ Union Square, San Francisco",2
Champagne mami misses you @user @ Staples Center Downtown Los Angeles,2
Thank you for making everyday a beautiful adventure hayiti ️ Bhibak ktir ktir ktir ️ @user,0
I can never visit home without having dinner with my boys #dad…,2
Welcome home baby Amara #Christmasevebaby #I'vebeenmadeatiaagain @ WhiteMemorial Hospital,2
It's That Time Again!! @user #RyabWreckless #AGENDA #Convention #Clothing #Private…,3
Pretty full set of B curls for this Spanish beauty. Love! #helloLA #welcome #madridtocali…,2
When you don't want to move because they are quietly sleeping at your feet. ツ ️…,0
@ Hollywood Blvd.,3
Health Stone Glass x Stoke Glass inner-cooler Handvape #pipe collabs are available …,3
Orta all random right now,1
In seattle they put BBQ sauce on the side because it gets messy,1
⠀Natalie setting our mood for the evening. Burning the midnight oil with this babe …,3
One of my favorite sunset photos. just took this a few days ago.#sobeautiful #awesomenesss…,4
@user @user @user damn bruh everyone's seen that,1
"Is that a for real sound? dkrug67 #thereasonwhyidowhatido @ San Marcos, California",1
#lunch with the #beautiful Anette. @ Vie De France - Costa Mesa,2
My bears! #cityfest ️ ️ ️ @ Babycakes San Diego,0
More Guinness meatloaf w/ Garlic mashed potatoes @ Ames Hale,0
"damm true for ALL no matter your prejudice !! @ Westwood, Los…",1
@user literally 99.9% of my Twitter feed is retweets from you,1
Disney always makes everything magical. #FrozenOnIce @ Disney Frozen on Ice Oracle Arena,2
️ @ Hollywood Improv Comedy Club,0
That was goooood sketch Comin soon w/ these #WCW's#Repost from @user Can't wait until…,3
I just received my Krochet Kids hat and I ️️it!!! If you are looking for a great gift to give…,0
20% OFF Donation on VADER Extracts Nug Run Shatter and ALL Concentrates including Cartridges…,3
You know what time it is.... @ Ramen Seas Restaurant,4
"#AmaYLasTortillas ? #MexicanMomsBeLike @ Daly City, California",1
Here is some behind the scenes footage of last nights wedding A+R really know how to have fun! @user,0
"@user @user Garrett told me the same thing he said ""because of you all I see is Justin""",1
Once you become fearless life becomes limitless #bossbabe #makeithappen #havefaith #timetoshine…,2
Any kind of sea therapy is good for me @ Oceanside Strand,4
"Who ARE these people?! Dead, I'm dead this is so good. #faceswap @ Disneyland/California…",1
Ms. B is the resident cat expert and amazing writer in her class this year. @ Rolling Hills…,2
From now on.chrisbrownofficial @ Compton 90220,3
@user @user thank you Danny!!,4
"#repost theladbible #bar #bestfriend @ Los Angeles, California",1
"(@ Palace of Fine Arts in San Francisco, CA)",4
Back to work today! It's an extraordinary day today at @user ️ #pmtssb #pmtslife…,0
️#adventuring #seetheworld @ Smith Rock State Park,0
"JunJie ""J.J"" the North Chinese Leopard @ EFBC's Feline Conservation Center",2
Just got out of a business meeting to find this! What an honor ️ Thank you so much…,0
Homecoming round 2 with my handsome date @ Mountlake Terrace High School,2
Our Cyber Monday Sale is live now! Check out our site and grab your gear before all the is…,3
All green and beautiful ️#vacation #nieces #babaanne #selina #ayda #britishcolumbia #love @user,0
We tried the Pie in the Face game at @user @ CORNERSTONE CHRISTIAN BAPTIST CHURCH,1
#ホーンテッドマンション #可愛い ♪( ´▽｀) #ディズニーランド #カリフォルニア @ The Haunted Mansion,2
nhorrilleno drew this of me #style #art #Artist #fashion #face #makeup @ The Koffa Design Group,4
3 more weeks until I get to see my favorite sister …,2
About last night doe... #sunset #sonyalpha #alkibeach #seattle #pnw #demcolorsdoe…,3
Whoop whoop pull ova! Passing time on my new toy- Bluetooth…,1
"Gods of Egypt (@ Lamplite Theatre in Las Vegas, NV)",4
W/ Mama aka the Queen @ Place of Fine Arts San Fransisco,2
Happy Friday #sadbuttrue #whatsurplanb #getrichordietrying #shouldvebeenafireman…,1
"""Eat like you give a damn""My kinda place #yas @ Portage Bay Cafe",4
Smile. @ Soda &amp; Swine,2
'Twas a fun day @ Santa Clara County Fair,4
And how much do you love this set up on the #terrace at the @user #floraldesign…,2
Another death by chocolate!! #chocolateoverload Guinness Chocolate Cupcake omg @ Mendocino Coast,4
Nothing like family #lovethesegirls #mother #daughters #sisters #funtimes…,0
Late post: it was definitely a great experience to work at the #pensadoawards !!! #work #imback…,4
Pastor Rob preaching FIRE!! He that is good for making excuses is seldom good for anything…,3
Nights like this are my fav ️ @ Victims of Pycho Stalking…,0
Firing up the grill @ The Venice Room Cocktails,3
Beef ribs ️ @ Lucille's Smokehouse BBQ - West Covina,0
@user *stfu boo-boo !,4
Love this fire pit @ Hoodoo Ski &amp; Recreation,3
Team Leo! Birthday month kickoff fun ️ #atvsquad @ Oceano State…,0
"Look at this cute little 4lb kettle bell! @ 24 Hour Fitness - San Jose, CA",1
@user yaaay we missed you,4
Mother/daughter morning adventure with Mama V! Thank you…,4
Horseback riding w/ my rent-a-horse Bacon #princesslife #fakefriend #happyfriday @ San Fernando…,4
Lunch date with my little one on his half day The best kelp noodles in all the land. Did…,2
AZIZI RECORDED WITH MY PHONE MY LIFE IS MADE ️ ️ ️ ️ ️ @user,0
Night to remember..#Lit #kingsouljatour #djkiss @ El Rey,3
A lot more zen here @user hyattregencywestlake hyattregency #athyattregency # #Westlake…,3
Excuse my weird laugh ...Mike said a witty comment that didn't make it on camera lol. So happy…,1
Stellar cocktail companion: Harissa fries #underwood #sonomacounty @ Underwood,3
#tonight going to be with @user @user and…,3
"Family over everything, always. ️ @ Yard House",0
Best wishes and Warm regards from me and Steve Harvey haha @ North Stockton,1
"Going to be #heartsmart #heartstrong for the rest of the week, but doing days today!…",2
"Another Friday. (@ San Jose State University - @user in San Jose, CA)",4
"Im going straight to hell #tacupeto #mrchobys #slrc @ El Tacupeto ""…",3
"Because I was working late, look who popped in to have dinner with me... jeff.letourneau! …",4
When the MD wants to have a drum jam @ The Packinghouse Church,1
@ Hollywood Walk of Fame,4
Wish we were still here @ Montaña De Oro,2
"Tahoe yesterday was amazing @ South Lake Tahoe, California",2
The girls ️ QT with mah baby girls and Irene ️ ️ ️ ️ ️ ️ @ Sleep Train Amphitheatre,0
Happy Birthday Louise! We had a great time at dinner @ Space Needle,4
Oh... Ya know... Just chatting with Sarah Jeffery #shadesofblue #star #sarahjeffery…,4
Be sure you get your 5 servings of fruits a day! #raspberriesrock #brothers ️ #ilovetheseboys @user,0
Only #bloggers stop in the side of the road to take pictures #thenewkia @ Hollenbeck Canyon,1
Don't you just ️Thanksgiving #happythanksgivng #turkeycake #thanksgivingbirthday #sandiego @user,0
"Weddings. @ Libby, Montana",2
"I love u baby @user ️ ️ ️ ️ @ Victorville, California",0
I only like my eyebrows,4
WATCH this #video of my #gorgeous view of #hollywood #silverlake #la at the moment …,4
Family #mybabies @ Knott's Berry Farm,2
"Wella ""Bronde"" color education yesterday. Amazing new techniques for our Clients to enjoy …",4
"""@ChristineBBabao: Present day Bangs! Pak ! #ALDUBEBNatlBangsDay",3
"#tbt to Allie's wedding this summer ️ #family #sisterinlaw #love #themillas @ San Luis Obispo,…",0
"#sneakpeek - adorable hangers arriving soon. Pink, Black &amp; Mint @ Oakland, California",2
"""@amador_35: Lol I stay hoping to hit the Lotto, but I've never even played. "" lmfao nigga I feel you",1
@user it was seriously so great to hear from you too ️ ️ made my day x100,0
My Lovely Special Date! #sangreportillo #babyEllie #mybaby…,2
"Ok, I'm maybe obsessed with snapchat now that I understand it Find me at @user to…",1
️ just that #love @ Hai sushi,0
@ Porter Creek Vineyards,1
Watching California Chrome tonight. I just love this job. ️ @ Del…,0
LOUIS THE CHILD Bringing the fire tonight @user @user,3
My boys having too much fun! @ Baker Beach,2
My handsome boys. ️ #PrincessAs18th #markynico @ Blackhawk Museum,0
Thai Food #thai #food #yum @ Palo Alto Downtown,4
"I just heard my mom ask her old friends that visited her, ""Ustedes De que barrio son?""",1
@user ALWAYS gets the whole place fucking turnt @ WaMu Theater,3
️ ️ @ Eastlake Bar and Grill,0
Just baked bagel,3
3 months later @ MidiCi The Neapolitan Pizza Company,2
P.S. I have a crush on Kylo Ren. #adamdriverisbae #mydisneyside @ Star Wars Launch Bay at…,2
Loved watching chlofolce dance today @user #dancelife #meetings #icecream #beverlyhills…,2
On our way to see #barbarastreisand !! So #proudofmyson ️ Thanks @user and Kurt for the…,0
so in love with this place ️ @user #malibucafe #malibu #calamigosranch #california…,0
"️ LA Newlywed status ️ @ Los Angeles, California",0
"SING! I love you, ValLimar! #NCCYM #SanJose #Catholic #GodisGood @user",0
#tbt to Pasadena LA . Cupcakes are always a good idea @user #pasadena #la…,2
I love this man! ️Such an amazing cruise! @ Carnival Cruise Lines,0
Swarm is by far the single network I have with the most pending friends requests. Or may be just no one wants to talk to me?,1
"#imthankfulfor my hubby @user @ West Sacramento, California",2
The perfect gentleman ️ @ Disneyland/California Adventure,0
"So my sister graduated 8th grade today, and is making me feel old ️ #family #gains @user",0
"Anthony's back in town, that means we drink @ Schooner's Patio Grille",2
Seattle selfie. Mum's in town #thanksgiving #seattle #pnw @ Westlake Park,2
Cole World Mix on @user,3
We have to be up in 3 hours. And she's shouting at me to go to bed. @ Bear Mountain Resort,1
"brand new cool song dropping tomorrow wassup widdit #omargee #Youtube #soundcloud @ Gilroy,…",3
In Heaven #portland #oregonstate #oregon #portlandoregon #trip #adventure #photograph…,2
My days are always better when you're around @user @ Wilson Creek Winery,2
Happiness in Santa Monica #etsyexploresLA #shotonmoment #WHPonthego @ Pacific Park,2
